0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.009000000000000001
8,0.193
9,0.432
10,0.605
11,0.6960000000000001
12,0.6900000000000001
13,0.655
14,0.556
15,0.386
16,0.17
17,0.014
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.012
32,0.219
33,0.464
34,0.634
35,0.725
36,0.754
37,0.725
38,0.635
39,0.496
40,0.263
41,0.03
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.018000000000000002
56,0.279
57,0.53
58,0.6940000000000001
59,0.776
60,0.789
61,0.754
62,0.658
63,0.495
64,0.259
65,0.03
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.01
80,0.152
81,0.375
82,0.5670000000000001
83,0.658
84,0.668
85,0.626
86,0.532
87,0.393
88,0.193
89,0.024
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.016
104,0.249
105,0.499
106,0.661
107,0.746
108,0.79
109,0.755
110,0.66
111,0.496
112,0.261
113,0.033
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.011
128,0.17500000000000002
129,0.41600000000000004
130,0.605
131,0.7030000000000001
132,0.718
133,0.6880000000000001
134,0.599
135,0.441
136,0.22
137,0.025
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.01
152,0.164
153,0.388
154,0.579
155,0.661
156,0.659
157,0.603
158,0.499
159,0.339
160,0.152
161,0.016
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.018000000000000002
176,0.26
177,0.497
178,0.661
179,0.75
180,0.774
181,0.75
182,0.663
183,0.499
184,0.27
185,0.037
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.019
200,0.268
201,0.513
202,0.676
203,0.76
204,0.776
205,0.745
206,0.652
207,0.493
208,0.26
209,0.034
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.013000000000000001
224,0.188
225,0.391
226,0.577
227,0.676
228,0.722
229,0.653
230,0.493
231,0.328
232,0.185
233,0.02
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.015
248,0.23700000000000002
249,0.48
250,0.656
251,0.744
252,0.491
253,0.49
254,0.443
255,0.353
256,0.168
257,0.017
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.013000000000000001
272,0.212
273,0.433
274,0.608
275,0.706
276,0.646
277,0.606
278,0.503
279,0.337
280,0.146
281,0.014
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.007
296,0.137
297,0.334
298,0.494
299,0.588
300,0.48
301,0.432
302,0.338
303,0.20800000000000002
304,0.082
305,0.006
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.002
320,0.057
321,0.198
322,0.311
323,0.387
324,0.622
325,0.619
326,0.519
327,0.321
328,0.139
329,0.016
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.005
344,0.066
345,0.121
346,0.189
347,0.226
348,0.317
349,0.315
350,0.215
351,0.098
352,0.041
353,0.003
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.003
368,0.061
369,0.176
370,0.375
371,0.526
372,0.725
373,0.706
374,0.625
375,0.434
376,0.20600000000000002
377,0.024
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.006
392,0.099
393,0.247
394,0.376
395,0.455
396,0.601
397,0.528
398,0.421
399,0.271
400,0.122
401,0.012
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.004
416,0.08600000000000001
417,0.23700000000000002
418,0.41000000000000003
419,0.501
420,0.528
421,0.462
422,0.34900000000000003
423,0.265
424,0.121
425,0.014
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.013000000000000001
440,0.17
441,0.38
442,0.543
443,0.641
444,0.714
445,0.681
446,0.5760000000000001
447,0.43
448,0.214
449,0.03
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.004
464,0.062
465,0.128
466,0.171
467,0.217
468,0.276
469,0.255
470,0.177
471,0.125
472,0.061
473,0.005
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.018000000000000002
488,0.214
489,0.446
490,0.614
491,0.712
492,0.787
493,0.756
494,0.663
495,0.502
496,0.274
497,0.045
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.029
512,0.28500000000000003
513,0.525
514,0.684
515,0.775
516,0.806
517,0.779
518,0.6890000000000001
519,0.535
520,0.305
521,0.056
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.03
536,0.28800000000000003
537,0.523
538,0.682
539,0.773
540,0.804
541,0.77
542,0.675
543,0.496
544,0.26
545,0.04
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
