,Parameter value,Start year,End year,Step length,Optimisation length,Maximum PV size,Maximum storage size,Maximum diesel capacity,LCUE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet fraction,Renewables fraction,Storage fraction,Diesel fraction,Grid fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Total cost ($),Total system cost ($),New equipment cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Kerosene displacement,Diesel fuel usage (l),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.1,0,10,10,10,3.0,20.0,0.0,0.442,521.386,0.031,0.023,0.218,0.782,0.0,0.0,29759.112,688.885,6483.631,23275.481,0.0,0.0,24439.007,10796.74,10796.74,6268.19,0.0,4528.55,0.0,0.0,0.0,0.0,0.0,0.0,15515.97,15515.97,3150.0,0.0,0.0,0.0,0.0
1,0.05,0,10,10,10,4.0,20.0,0.0,0.469,622.598,0.013,0.008,0.218,0.782,0.0,0.0,30221.699,247.493,6588.971,23632.728,0.0,0.0,24794.587,11629.82,11629.82,7040.19,0.0,4589.63,0.0,0.0,0.0,0.0,0.0,0.0,18815.97,18815.97,3200.0,0.0,0.0,0.0,0.0
2,0.01,0,10,10,10,4.0,25.0,0.0,0.5,646.191,0.005,0.004,0.217,0.783,0.0,0.0,30356.306,121.508,6588.971,23767.335,0.0,0.0,24894.521,12441.31,12441.31,7790.19,0.0,4651.12,0.0,0.0,0.0,0.0,0.0,0.0,19615.97,19615.97,3450.0,0.0,0.0,0.0,0.0
