,Start year,End year,Initial PV size,Initial storage size,Final PV size,Final storage size,Diesel capacity,Cumulative cost ($),Cumulative system cost ($),Cumulative GHGs (kgCO2eq),Cumulative system GHGs (kgCO2eq),Cumulative energy (kWh),Cumulative discounted energy (kWh),LCUE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet energy fraction,Renewables fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Kerosene displacement,Diesel fuel usage (l),Total cost ($),Total system cost ($),New equipment cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),New equipment GHGs (kgCO2eq),New connection GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.0,5.0,14.0,75.0,13.299999999999999,67.17246632349858,0.0,28562.15,28562.15,58330.13,58330.13,49970.165,44274.097,0.645,1167.299,0.05,0.059,1.0,49970.165,3020.131,10832.496,39137.668,0.0,0.0,44274.097,0.0,0.0,28562.15,28562.15,25322.57,0.0,3239.58,0.0,0.0,0.0,0.0,58330.13,58330.13,55105.13,0.0,3225.0,0.0,0.0,0.0,0.0
0,5.0,10.0,27.0,140.0,25.65,122.23531761937346,0.0,48722.47,48722.47,105433.73999999999,105433.73999999999,178727.443,138402.693,0.352,589.914,0.048,0.036,1.0,128757.278,4594.789,39933.866,88823.412,0.0,0.0,94128.596,0.0,0.0,20160.32,20160.32,16808.03,0.0,3352.29,0.0,0.0,0.0,0.0,47103.61,47103.61,41928.61,0.0,5175.0,0.0,0.0,0.0,0.0
