,Maximum,Mean,Median
0,2428.0,559.0,330.0
1,2593.0,584.0,348.0
2,3334.0,667.0,415.0
3,4274.0,820.0,560.0
4,5352.0,1081.0,720.0
5,6895.0,1460.0,1008.0
6,8873.0,1940.0,1441.5
7,10110.0,2470.0,1960.0
8,11281.0,2933.0,2420.0
9,11929.0,3241.0,2707.5
