,Start year,End year,Initial PV size,Initial storage size,Final PV size,Final storage size,Diesel capacity,Cumulative cost ($),Cumulative system cost ($),Cumulative GHGs (kgCO2eq),Cumulative system GHGs (kgCO2eq),Cumulative energy (kWh),Cumulative discounted energy (kWh),LCUE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet energy fraction,Renewables fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Kerosene displacement,Diesel fuel usage (l),Total cost ($),Total system cost ($),New equipment cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),New equipment GHGs (kgCO2eq),New connection GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.0,5.0,14.0,75.0,13.299999999999999,67.15395113074624,0.0,28562.15,28562.15,58330.13,58330.13,50057.956,44351.142,0.644,1165.252,0.049,0.058,1.0,50057.956,2984.736,10827.712,39230.244,0.0,0.0,44351.142,0.0,0.0,28562.15,28562.15,25322.57,0.0,3239.58,0.0,0.0,0.0,0.0,58330.13,58330.13,55105.13,0.0,3225.0,0.0,0.0,0.0,0.0
0,5.0,10.0,27.0,140.0,25.65,122.24101712887682,0.0,44731.2,44731.2,105435.32,105435.32,178856.692,138510.792,0.323,589.496,0.047,0.035,1.0,128798.736,4526.702,40003.821,88794.914,0.0,0.0,94159.65,0.0,0.0,16169.05,16169.05,12816.76,0.0,3352.29,0.0,0.0,0.0,0.0,47105.19,47105.19,41930.19,0.0,5175.0,0.0,0.0,0.0,0.0
