,Start year,End year,Initial PV size,Initial storage size,Final PV size,Final storage size,Diesel capacity,Cumulative cost ($),Cumulative system cost ($),Cumulative GHGs (kgCO2eq),Cumulative system GHGs (kgCO2eq),Cumulative energy (kWh),Cumulative discounted energy (kWh),LCUE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet energy fraction,Renewables fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Kerosene displacement,Diesel fuel usage (l),Total cost ($),Total system cost ($),New equipment cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),New equipment GHGs (kgCO2eq),New connection GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.0,5.0,25.0,125.0,23.75,111.51982692473308,0.0,46218.87,46218.87,101474.31,101474.31,96239.748,85181.196,0.543,1054.391,0.048,0.05,1.0,96239.748,4935.131,28838.883,67400.865,0.0,0.0,85181.196,0.0,0.0,46218.87,46218.87,42269.95,0.0,3948.92,0.0,0.0,0.0,0.0,101474.31,101474.31,96724.31,0.0,4750.0,0.0,0.0,0.0,0.0
0,5.0,10.0,31.0,160.0,29.45,138.66121567871642,0.0,59657.700000000004,59657.700000000004,130708.15,130708.15,256217.303,202834.227,0.294,510.146,0.047,0.033,1.0,159977.555,5325.496,53283.634,106693.922,0.0,0.0,117653.031,0.0,0.0,13438.83,13438.83,9866.52,0.0,3572.31,0.0,0.0,0.0,0.0,29233.84,29233.84,23458.84,0.0,5775.0,0.0,0.0,0.0,0.0
