,Start year,End year,Initial PV size,Initial storage size,Final PV size,Final storage size,Diesel capacity,Cumulative cost ($),Cumulative system cost ($),Cumulative GHGs (kgCO2eq),Cumulative system GHGs (kgCO2eq),Cumulative energy (kWh),Cumulative discounted energy (kWh),LCUE ($/kWh),Emissions intensity (gCO2/kWh),Blackouts,Unmet energy fraction,Renewables fraction,Total energy (kWh),Unmet energy (kWh),Renewable energy (kWh),Storage energy (kWh),Grid energy (kWh),Diesel energy (kWh),Discounted energy (kWh),Kerosene displacement,Diesel fuel usage (l),Total cost ($),Total system cost ($),New equipment cost ($),New connection cost ($),O&M cost ($),Diesel cost ($),Grid cost ($),Kerosene cost ($),Kerosene cost mitigated ($),Total GHGs (kgCO2eq),Total system GHGs (kgCO2eq),New equipment GHGs (kgCO2eq),New connection GHGs (kgCO2eq),O&M GHGs (kgCO2eq),Diesel GHGs (kgCO2eq),Grid GHGs (kgCO2eq),Kerosene GHGs (kgCO2eq),Kerosene GHGs mitigated (kgCO2eq)
0,0.0,5.0,13.0,75.0,12.566666666666666,71.07533866693961,0.0,27756.48,27756.48,55055.13,55055.13,49989.908,44289.004,0.627,1101.325,0.049,0.06,1.0,49989.908,3054.823,10743.295,39246.613,0.0,0.0,44289.004,0.0,0.0,27756.48,27756.48,24550.57,0.0,3205.91,0.0,0.0,0.0,0.0,55055.13,55055.13,51855.13,0.0,3200.0,0.0,0.0,0.0,0.0
0,5.0,10.0,26.0,135.0,25.133333333333333,126.12808096348114,0.0,45319.67,45319.67,100570.4,100570.4,178595.696,138301.54700000002,0.328,563.118,0.049,0.037,1.0,128605.788,4713.307,39886.598,88719.19,0.0,0.0,94012.543,0.0,0.0,17563.19,17563.19,14265.9,0.0,3297.29,0.0,0.0,0.0,0.0,45515.27,45515.27,40490.27,0.0,5025.0,0.0,0.0,0.0,0.0
